,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,Class
1585,4,4,2,1,0,2,1,0,0,0,2,0,3,1,3,3,2,2,0,0,0,4,2,1,4,4,2,0,0,2,0,1,1,0,1,0,0,2,2,1,4,2,0,0,0,0,2,4,2,1,4,4,4,2,1,4,2,2,0,2,2
1586,4,4,2,2,3,1,0,2,2,1,3,2,2,4,1,3,3,2,0,0,1,4,1,1,4,2,0,1,1,4,1,0,2,4,2,0,4,1,4,2,1,1,4,2,1,1,4,1,2,2,1,1,4,1,1,1,0,0,0,2,2
1587,3,3,0,2,2,1,1,0,1,2,2,0,2,2,2,2,0,0,2,0,4,4,1,0,2,2,0,0,4,4,1,1,4,1,5,1,4,2,2,2,1,4,2,1,1,2,2,0,0,2,0,1,0,1,1,2,4,2,4,4,2
1588,4,0,0,0,0,2,0,1,2,2,0,0,2,0,3,0,1,0,0,4,0,0,4,0,1,4,4,4,1,1,4,4,0,1,0,2,2,2,4,4,1,4,2,0,2,0,1,4,0,1,4,0,0,2,0,2,0,0,1,4,2
1589,0,3,3,0,2,1,1,0,0,0,2,0,1,1,0,3,1,0,2,1,2,4,4,4,1,1,4,4,4,0,4,2,4,2,5,2,0,2,0,0,4,4,2,0,0,0,4,2,0,1,4,0,2,1,0,4,4,0,4,4,2
1590,0,3,3,0,0,1,2,1,1,3,1,1,1,1,1,1,0,2,2,1,4,2,2,4,2,0,0,0,0,0,2,0,0,4,2,0,2,2,0,0,2,1,4,2,1,4,2,0,4,2,0,2,2,4,1,4,4,1,0,0,2
1591,3,1,3,0,0,3,0,0,0,0,0,1,0,0,2,1,0,1,4,0,4,4,2,4,4,1,0,0,1,4,4,4,4,0,2,2,4,2,4,2,4,2,4,0,1,4,4,4,2,2,0,2,1,1,0,1,1,0,4,4,2
1592,3,0,0,3,0,0,0,0,2,3,2,1,0,4,2,1,1,3,4,0,4,0,0,0,0,0,0,0,0,1,0,1,4,4,0,5,2,4,4,4,1,1,0,1,4,0,4,0,1,4,2,4,0,2,4,1,4,0,4,4,2
1593,1,1,3,3,1,1,3,3,1,1,3,2,2,2,3,2,0,2,4,2,2,0,2,0,1,4,2,4,1,4,1,1,1,2,2,1,4,1,4,2,1,1,4,2,0,1,0,4,2,0,2,2,2,4,4,0,1,1,1,1,2
1594,1,1,1,1,0,0,1,3,3,2,0,2,0,4,2,3,0,3,2,0,0,2,2,1,4,4,4,4,2,2,4,1,4,1,1,1,4,2,2,2,0,2,4,2,2,2,4,2,2,0,2,2,1,0,2,1,1,0,2,2,2
1595,0,3,3,2,3,3,3,3,1,0,3,0,3,4,2,1,3,3,1,4,1,1,1,4,4,4,0,2,4,4,1,4,2,1,5,2,4,1,4,1,1,1,4,2,0,0,2,0,2,4,2,0,0,1,1,1,4,1,4,4,2
1596,4,0,2,2,3,1,1,3,1,1,3,2,1,4,1,3,1,1,0,4,0,4,1,4,1,2,1,1,0,2,4,2,2,2,2,5,4,4,2,0,4,0,2,0,2,0,0,1,4,1,0,2,0,0,2,1,2,4,2,2,2
1597,3,1,1,0,3,3,2,1,0,1,3,3,3,0,3,0,2,3,1,4,2,0,4,4,0,1,0,0,0,0,1,2,4,2,1,0,0,4,4,1,0,2,2,0,2,1,1,1,0,2,1,0,2,4,2,0,1,0,1,0,2
1598,1,0,2,2,1,0,2,3,2,1,0,2,2,0,2,3,0,3,2,2,4,4,2,0,2,0,4,2,1,4,0,1,1,0,0,1,4,2,1,1,0,4,4,1,4,2,1,4,2,2,4,1,4,4,2,2,1,0,2,4,2
1599,3,0,3,2,3,0,1,1,1,3,2,2,2,0,3,1,2,1,4,2,0,1,1,2,1,0,4,2,1,0,2,0,0,0,2,0,2,0,4,1,0,1,1,2,1,2,1,4,2,2,1,0,1,1,1,0,2,1,0,1,2
1600,4,4,0,3,3,3,1,3,2,3,0,2,1,4,2,0,0,1,2,4,2,0,0,0,4,4,2,4,1,1,2,4,2,0,1,0,4,4,0,0,0,2,0,2,0,0,2,1,4,2,4,2,1,4,0,4,2,4,1,2,2
1601,4,4,3,2,1,1,1,1,3,2,2,1,0,0,0,3,2,1,0,1,0,1,0,1,1,4,1,0,4,2,1,4,0,2,1,1,4,1,0,1,2,0,0,0,1,4,2,2,0,0,4,0,0,2,1,1,4,4,1,2,2
1602,3,3,1,0,3,2,2,0,2,0,0,2,0,4,1,3,2,2,1,0,1,1,0,1,0,1,1,1,4,0,1,0,0,1,0,0,2,1,4,2,1,0,4,2,4,2,4,4,1,1,4,2,2,0,2,2,0,2,1,0,2
1603,1,4,1,1,0,1,3,3,0,0,2,2,0,1,1,0,3,2,2,1,1,4,2,4,2,4,1,4,1,4,4,4,4,1,1,0,2,2,2,0,4,2,2,0,2,4,1,4,2,1,4,2,2,1,0,4,1,1,0,4,2
1604,3,1,1,1,1,2,1,2,1,1,3,0,1,4,2,0,2,3,2,1,4,1,0,2,4,2,0,0,4,2,2,0,0,2,1,0,2,1,4,4,4,2,4,0,1,2,1,1,0,2,1,2,4,4,0,4,2,2,4,2,2
1605,4,3,0,1,0,0,0,0,1,1,0,0,2,0,3,1,3,3,2,2,2,2,4,4,1,4,4,2,2,2,2,0,0,0,1,5,2,0,1,0,4,2,1,4,2,0,4,4,2,2,4,4,4,4,4,2,4,0,1,0,2
1606,1,4,2,3,1,3,1,3,0,1,3,0,0,0,0,2,3,0,1,0,0,0,0,0,4,4,0,2,1,1,2,2,2,1,0,5,2,2,4,2,2,4,2,2,2,1,2,1,1,4,2,4,0,0,4,1,1,1,0,2,2
1607,3,3,1,3,2,3,3,3,1,1,3,3,3,2,2,2,1,3,0,4,1,1,0,4,2,4,1,1,0,1,1,4,0,1,0,1,4,2,1,1,1,4,4,4,4,4,0,0,4,1,1,4,4,0,1,0,0,4,4,4,2
1608,4,0,3,0,0,3,1,1,1,0,2,1,3,0,1,3,3,2,0,2,0,2,2,1,4,2,0,2,2,1,0,2,2,0,2,0,0,4,1,0,1,4,4,2,0,0,1,1,0,2,2,2,0,2,2,4,2,0,0,2,2
1609,0,4,3,0,1,0,2,2,1,2,3,2,0,2,1,1,0,1,4,2,1,2,1,1,4,2,2,1,1,4,1,1,0,4,1,1,4,1,0,4,1,1,4,2,0,0,2,0,4,2,1,0,0,2,0,0,1,4,4,1,2
1610,0,3,2,0,0,0,0,0,2,0,2,2,0,0,2,2,2,0,2,2,2,0,2,2,2,0,2,2,0,0,2,2,0,0,2,2,0,0,0,2,0,0,2,2,0,0,2,2,0,0,2,2,2,0,2,0,2,0,2,0,2
1611,3,4,3,1,3,0,2,0,0,2,1,1,3,2,2,2,1,2,0,0,2,4,1,1,2,2,1,4,0,0,4,4,2,4,2,2,0,1,4,4,2,2,2,2,0,0,0,0,4,0,0,2,2,1,1,1,0,0,1,1,2
1612,3,0,2,3,3,0,0,0,2,0,0,0,1,1,1,3,3,3,4,1,1,0,4,4,2,0,2,2,0,2,2,4,2,2,0,2,2,4,4,2,1,0,1,1,4,1,1,4,0,0,2,2,1,1,1,0,4,2,0,0,2
1613,3,1,3,2,3,2,2,0,3,3,1,3,1,2,0,1,3,2,2,4,4,0,4,2,2,2,4,1,4,2,1,0,2,4,5,0,0,1,2,4,4,2,1,1,0,0,2,2,4,1,0,1,1,1,1,0,2,2,1,4,2
1614,3,0,0,0,3,2,0,1,3,2,0,3,2,2,0,2,2,3,2,4,2,2,0,4,4,4,4,4,1,2,4,4,4,2,0,0,2,4,1,0,4,1,2,2,4,1,2,2,1,4,4,2,0,1,0,1,1,0,4,2,2
1615,4,3,3,3,3,2,0,3,3,3,3,1,3,0,2,2,3,0,0,4,1,0,0,0,4,2,1,0,0,0,2,1,0,2,1,5,2,4,2,1,4,0,4,2,2,2,0,2,2,4,0,0,0,2,0,0,0,1,1,1,2
1616,3,3,1,3,2,0,1,3,3,3,0,3,2,2,1,3,0,0,2,0,0,2,4,4,4,4,1,0,1,4,2,2,0,4,2,1,0,4,4,0,0,4,0,0,1,0,0,0,4,0,4,4,4,4,0,1,1,4,4,4,2
1617,0,0,1,3,0,2,0,3,3,2,2,1,1,0,3,0,3,2,4,4,4,0,4,0,0,4,4,4,4,4,4,4,0,2,0,5,4,2,2,2,4,0,0,4,2,0,0,4,0,1,0,4,2,2,0,2,4,4,4,1,2
1618,4,4,0,2,3,2,2,1,0,0,1,1,3,2,2,3,2,0,1,1,1,1,1,1,4,4,1,1,4,2,4,2,0,4,5,5,4,0,2,2,1,1,0,4,2,0,2,2,1,0,2,1,1,2,2,1,0,4,1,2,2
1619,4,1,2,2,2,1,3,3,1,1,2,2,0,2,1,3,3,3,2,2,1,2,2,1,0,2,1,4,0,2,2,2,2,0,2,2,0,4,2,2,1,2,2,0,2,4,1,4,4,1,2,2,0,4,0,0,2,1,4,1,2
1620,1,3,1,1,2,0,2,1,2,2,1,1,3,1,1,0,2,2,2,1,1,1,1,2,1,0,2,0,1,1,1,2,0,2,1,2,1,2,2,4,1,1,1,1,2,2,2,2,1,0,0,0,2,2,1,0,0,2,2,1,2
1621,3,1,3,1,0,3,1,3,1,1,0,3,1,2,0,2,0,0,2,0,0,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,0,2,1,1,2,2,1,1,2,0,2,1,1,2,1,2,1,4,2,2
1622,3,1,1,1,0,3,0,3,3,1,3,3,0,4,2,0,0,0,0,4,2,4,2,2,0,1,4,4,4,4,2,2,1,0,0,1,4,4,1,4,2,2,4,2,1,2,0,2,4,4,4,4,2,2,0,1,4,4,1,1,2
1623,4,1,1,1,1,1,0,1,3,1,1,3,1,4,3,0,3,3,4,2,1,4,1,0,1,0,1,2,2,2,2,4,0,4,5,5,4,0,2,2,1,0,2,2,2,0,4,4,4,2,0,2,2,0,2,1,0,2,1,4,2
1624,0,4,2,0,3,2,3,3,3,2,1,1,3,1,1,2,1,1,1,4,2,1,1,4,2,1,4,1,4,2,1,4,2,2,5,1,4,4,1,0,4,1,1,4,1,0,4,0,4,4,1,1,4,2,2,0,2,4,1,4,2
1625,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,4,4,4,0,0,0,0,0,1,1,1,5,2,0,0,4,2,1,1,0,1,2,2,0,0,2,1,1,2,1,1,0,4,2,2,1,2
1626,3,3,3,3,1,0,0,2,2,3,0,0,3,2,3,3,0,1,0,2,0,4,1,2,1,4,2,0,4,4,4,0,4,4,1,5,4,2,4,0,0,0,4,4,1,0,0,0,2,2,4,0,4,2,4,1,4,4,4,4,2
1627,4,0,3,0,3,0,3,0,3,3,1,0,2,0,2,3,3,3,0,4,4,4,2,0,4,4,2,1,4,2,4,4,4,2,2,5,4,0,0,0,4,0,0,1,0,1,2,4,4,0,0,0,2,1,0,4,0,4,4,2,2
1628,0,4,3,2,3,3,3,0,0,3,0,2,0,0,2,1,0,2,4,4,1,4,4,1,0,2,4,4,2,1,0,0,0,2,2,5,4,1,4,4,4,2,1,0,2,4,0,2,0,0,4,4,4,4,1,4,1,0,2,1,2
1629,3,0,2,2,3,0,3,2,3,3,3,1,0,1,0,2,3,0,4,2,0,4,0,0,2,0,0,4,2,4,4,2,1,1,5,2,4,4,1,4,2,2,1,0,0,2,1,4,4,4,4,4,1,4,0,4,4,2,1,4,2
1630,0,1,0,0,2,3,1,0,3,1,3,1,3,1,3,2,0,0,4,4,4,4,4,4,2,4,0,1,4,4,4,2,0,2,0,2,4,0,4,4,4,2,4,4,0,4,0,4,4,4,2,1,0,0,2,0,4,2,0,0,2
1631,4,0,1,3,1,3,1,1,3,3,3,1,3,4,2,2,2,2,2,4,0,4,1,0,4,4,4,1,4,4,2,2,2,2,5,5,2,4,0,4,0,0,0,0,0,4,0,4,0,0,4,4,4,4,0,4,0,0,4,2,2
1632,0,3,0,0,1,1,0,1,1,3,0,1,3,4,1,3,3,2,2,2,2,0,2,2,4,0,2,2,4,1,4,2,1,4,5,1,1,1,4,4,1,0,0,1,4,1,0,2,2,0,4,0,1,0,0,1,4,2,1,4,2
1633,3,0,3,2,0,2,0,0,2,0,0,1,3,2,2,2,2,2,1,4,2,4,1,4,2,4,1,4,0,4,2,1,4,2,0,1,0,0,2,1,1,0,2,0,2,0,1,2,0,1,1,0,0,2,2,0,2,1,0,0,2
1634,3,1,1,1,0,3,3,1,1,3,2,1,3,1,0,1,1,3,2,1,4,2,2,2,2,0,0,1,0,4,2,4,2,2,2,1,2,1,0,2,0,1,1,4,2,2,4,1,1,0,0,1,0,4,1,4,0,4,2,0,2
1635,1,1,3,2,2,2,3,2,1,3,3,0,2,1,1,1,2,3,0,0,1,1,1,0,0,1,4,1,1,0,4,1,1,4,0,2,0,1,1,1,1,4,2,4,1,1,4,1,4,2,4,2,0,2,2,1,1,4,1,1,2
1636,4,1,1,1,1,0,2,2,2,1,0,2,2,2,0,0,2,2,1,1,4,0,0,4,4,2,2,4,1,1,0,4,2,2,1,1,2,4,2,4,1,1,4,1,2,2,2,0,1,1,1,0,2,2,0,1,0,2,1,0,2
1637,1,4,2,2,1,1,3,2,0,2,2,0,1,1,1,2,2,1,2,1,4,2,0,2,4,2,2,1,2,2,2,2,1,1,1,1,4,2,1,4,1,1,2,0,2,2,2,2,1,4,1,0,4,2,4,4,1,0,2,2,2
1638,0,1,0,3,2,3,2,3,0,2,1,3,2,0,3,2,0,2,4,1,0,2,1,4,2,0,0,0,0,4,4,2,4,2,0,1,0,0,0,4,1,0,1,4,4,1,0,4,0,1,1,1,4,4,4,4,4,2,2,0,2
1639,1,0,2,0,0,0,2,0,1,0,0,2,3,1,3,2,2,3,0,4,4,4,1,1,4,4,4,1,0,2,2,0,1,4,1,1,1,4,4,2,0,2,4,1,0,4,4,0,0,0,0,0,0,0,0,4,1,4,4,1,2
1640,3,4,0,1,3,2,3,3,3,0,3,1,3,4,3,3,3,0,4,2,0,1,4,2,0,1,4,4,0,4,4,4,1,1,1,5,4,0,2,1,0,4,0,2,4,2,1,0,4,4,1,0,0,0,2,4,1,1,0,0,2
1641,1,4,3,0,3,2,0,2,0,0,0,3,0,2,3,0,3,3,4,2,1,1,4,0,2,4,2,4,4,4,4,1,0,4,0,5,0,0,0,0,4,0,4,1,2,1,0,4,2,0,4,0,0,4,0,1,1,0,4,4,2
1642,4,4,2,3,1,0,0,2,0,0,0,2,0,4,0,2,2,0,2,0,2,2,0,2,0,2,0,4,0,0,0,0,4,0,2,5,4,2,0,4,2,2,2,2,4,2,2,0,2,0,2,2,4,1,4,0,4,0,4,4,2
1643,4,3,1,1,0,3,3,3,3,0,1,0,0,0,3,0,0,2,0,1,4,4,0,4,0,4,4,4,2,4,1,1,4,4,5,5,2,4,4,4,4,4,1,0,2,1,1,4,0,1,1,0,4,2,0,2,0,0,4,0,2
1644,3,0,0,2,3,1,1,0,3,0,0,0,2,1,1,1,0,1,0,0,2,4,1,0,4,4,4,4,1,0,4,2,0,4,2,2,0,1,0,2,0,0,0,0,0,4,2,4,2,4,2,4,2,1,4,4,4,1,4,1,2
1645,0,3,2,1,1,3,2,2,2,2,1,2,2,2,0,0,2,0,0,2,2,0,2,0,0,1,1,4,2,0,0,2,2,1,5,2,1,2,1,0,2,2,0,2,2,0,2,4,0,4,2,4,1,0,0,2,1,2,0,2,2
1646,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,2,2,2,1,0,4,2,2,4,2,2,1,0,2,2,1,2,1,1,5,2,4,0,2,4,4,4,1,0,2,1,4,2,1,4,4,2,2,4,2,4,1,4,2,0,2
1647,0,3,3,3,3,2,0,2,0,1,1,0,2,0,1,3,2,0,2,1,0,0,1,0,1,0,2,4,2,2,2,0,1,1,5,5,2,4,1,4,1,4,0,1,4,0,0,0,0,0,4,1,0,0,0,0,0,1,0,4,2
1648,1,0,1,1,0,2,1,1,2,2,2,3,0,0,0,1,0,0,4,4,4,1,0,0,0,2,2,2,1,1,0,0,4,0,0,5,0,0,1,0,4,2,1,4,0,4,0,2,0,2,0,2,0,4,4,1,0,0,0,0,2
1649,4,4,3,0,1,1,0,2,0,2,2,2,0,2,1,1,0,2,2,2,1,4,2,1,0,2,1,4,1,0,4,1,4,2,5,5,4,2,1,2,2,0,4,1,0,0,2,0,0,1,1,1,2,0,2,1,4,2,4,2,2
1650,0,4,2,0,2,0,0,2,3,1,0,0,0,0,0,0,3,0,0,4,0,0,1,4,2,2,1,1,4,4,0,2,4,2,2,1,0,2,0,0,2,1,0,2,1,4,2,1,4,2,1,0,4,0,1,0,1,4,4,0,2
1651,1,0,0,1,1,3,1,3,3,1,3,2,3,4,1,3,0,3,1,1,1,4,1,4,4,1,0,2,1,4,1,4,1,1,1,0,2,1,4,2,0,0,1,1,4,1,0,2,1,4,4,4,1,1,0,0,4,1,1,1,2
1652,4,3,3,3,3,3,1,3,0,2,2,0,0,2,0,3,2,3,2,2,0,1,0,0,2,2,1,0,2,4,2,0,0,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,4,4,1,1,0,2,1,4,2,2,2,2
1653,3,0,0,3,1,0,3,2,1,0,0,2,1,4,3,1,1,3,1,1,1,4,1,0,2,1,1,0,4,4,2,0,4,2,2,0,0,0,2,4,4,1,0,2,1,0,0,2,0,4,1,0,2,1,0,0,1,0,0,0,2
1654,4,1,3,3,1,1,0,3,2,0,2,0,1,0,1,3,1,3,0,1,1,0,2,0,0,2,2,1,2,2,0,4,2,0,5,2,2,2,1,2,4,1,1,1,4,4,1,1,1,1,1,0,0,2,4,4,0,4,1,0,2
1655,0,1,0,0,2,0,0,2,2,0,3,2,2,0,2,1,3,2,0,1,4,4,1,0,1,1,0,0,2,4,2,2,1,0,5,5,2,4,2,4,4,1,4,2,0,0,2,0,4,4,2,2,2,2,0,0,1,0,1,0,2
1656,4,4,0,3,2,0,2,1,1,0,0,3,1,0,2,0,2,2,4,2,4,4,2,0,0,4,0,0,0,1,0,1,1,4,1,1,1,4,0,1,4,0,2,2,4,1,0,0,2,2,4,0,2,0,0,0,2,2,2,2,2
1657,1,1,2,0,1,3,2,0,2,1,0,0,0,2,2,1,1,3,2,2,2,2,4,2,1,0,2,2,0,2,4,2,1,4,0,1,1,0,4,2,2,4,0,0,4,2,2,0,1,0,2,0,2,4,4,0,4,1,2,0,2
1658,0,1,0,1,1,0,1,0,1,3,1,2,1,0,3,0,2,3,1,2,2,0,1,1,1,1,0,2,0,0,4,0,1,4,0,1,1,1,0,0,0,4,2,1,4,2,2,1,4,4,2,0,4,1,0,4,2,0,0,1,2
1659,3,3,3,2,3,1,0,2,2,3,2,2,2,0,2,3,0,1,4,2,1,0,0,1,1,4,2,0,1,2,1,0,0,4,2,1,4,1,0,2,0,1,2,1,0,2,0,0,2,2,2,0,1,4,2,1,1,2,4,1,2
1660,1,4,3,1,2,1,2,2,0,2,2,1,2,4,2,2,0,0,2,2,1,2,1,0,2,4,4,1,1,1,2,2,0,1,5,1,0,2,0,2,1,1,1,1,1,2,1,2,1,0,4,2,2,0,2,1,4,2,1,2,2
1661,4,3,1,1,3,1,1,3,3,3,1,0,1,0,1,3,1,1,4,1,4,4,2,2,2,2,1,4,1,2,4,2,0,1,0,5,4,0,1,2,0,0,1,1,1,4,0,0,1,1,1,2,2,2,1,1,1,4,2,1,2
1662,0,1,3,0,3,0,1,1,1,0,0,0,0,4,1,1,1,1,0,1,1,1,4,4,1,1,1,4,2,2,2,2,0,1,0,1,1,4,2,2,4,1,1,0,1,1,1,4,0,0,2,1,4,2,1,1,4,4,4,1,2
1663,0,0,0,1,3,2,2,2,2,1,1,3,2,0,2,0,1,2,1,1,1,1,4,2,2,1,1,0,4,2,2,0,1,1,2,1,4,4,1,1,1,0,4,0,1,1,4,2,2,1,4,1,4,2,4,1,1,0,0,2,2
1664,0,1,2,2,1,2,1,0,1,1,1,1,0,2,0,1,3,0,1,4,4,1,1,4,0,4,0,0,0,4,4,4,1,4,1,1,4,2,2,2,0,0,0,1,1,4,2,1,1,4,4,4,2,4,0,4,2,4,2,2,2
1665,4,1,0,1,0,2,1,1,0,1,3,1,0,2,0,3,2,1,4,4,1,1,4,2,1,1,1,1,1,1,0,2,4,2,1,1,1,0,4,4,1,1,0,2,2,4,1,0,1,1,0,2,0,4,1,1,0,0,2,2,2
1666,1,1,2,1,2,1,1,1,3,2,2,3,3,1,1,1,1,0,2,2,2,1,1,1,1,0,2,1,2,2,0,1,2,4,2,2,4,1,1,0,4,1,1,1,1,4,4,1,4,2,1,0,4,1,1,4,1,1,2,1,2
1667,4,4,3,2,1,3,3,1,0,2,3,1,1,4,3,2,0,0,4,1,0,1,1,4,2,4,2,2,2,0,1,4,4,2,0,2,2,0,1,4,1,2,2,2,0,4,1,4,4,1,0,2,2,0,1,2,1,1,4,2,2
1668,4,3,1,0,2,2,0,0,3,2,2,1,3,2,2,1,2,0,0,2,1,0,1,1,0,2,2,2,4,2,1,1,1,2,2,5,0,1,2,4,2,4,2,2,0,0,1,1,2,1,0,1,4,2,0,2,1,4,1,0,2
1669,1,1,0,2,0,1,1,0,3,3,2,2,1,4,3,2,0,2,4,2,1,0,2,1,1,2,1,1,1,2,1,4,4,4,0,0,1,1,0,2,4,2,1,0,0,1,0,1,2,0,1,0,1,2,1,2,2,1,0,0,2
1670,1,1,1,3,0,3,3,3,2,3,2,1,0,2,3,3,3,1,1,0,2,4,4,2,2,0,2,0,4,4,4,1,0,0,5,1,0,1,4,4,4,2,0,2,0,1,1,0,0,0,4,2,4,0,1,0,0,0,0,2,2
1671,3,1,0,3,3,3,3,2,2,0,3,3,2,4,3,3,1,3,4,4,1,4,4,4,4,4,4,4,4,4,2,2,4,4,5,5,4,2,4,4,4,4,4,2,1,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,2
1672,4,3,0,0,2,1,1,3,3,1,3,1,0,1,1,0,0,2,2,2,4,0,1,1,1,0,1,0,1,1,2,2,0,0,5,5,4,1,1,0,2,2,0,0,2,0,0,0,4,0,2,0,2,4,4,4,1,4,4,0,2
1673,3,3,1,1,2,1,1,1,3,2,3,0,1,1,1,3,1,3,4,4,1,0,1,1,4,4,4,1,1,1,4,0,0,0,2,0,1,1,1,4,0,0,0,4,1,4,2,0,2,2,0,0,4,1,0,0,1,0,2,2,2
1674,4,0,0,1,3,3,3,1,0,2,2,1,3,2,3,0,1,0,0,0,0,4,2,2,1,0,2,4,4,2,2,0,4,4,5,0,4,2,1,4,4,2,1,4,1,0,4,1,1,4,4,0,4,2,2,0,4,4,4,0,2
1675,4,3,2,2,3,3,2,0,3,0,3,3,2,1,3,1,3,3,2,0,0,4,2,4,2,0,2,1,2,0,4,0,4,4,5,0,2,1,4,1,1,2,0,0,2,2,2,0,4,4,4,2,2,0,2,2,2,2,4,4,2
1676,1,4,2,2,2,0,2,1,2,1,3,1,3,4,3,2,2,0,4,1,1,1,0,4,1,1,1,4,1,0,2,2,1,4,2,2,1,1,0,2,0,2,4,1,1,1,4,2,2,1,0,2,1,4,2,0,2,2,2,0,2
1677,0,4,3,1,2,1,0,0,2,3,2,2,0,1,3,2,2,0,2,0,2,0,0,2,0,4,2,4,1,4,4,0,1,4,5,0,0,0,2,4,0,0,0,4,0,0,0,4,0,1,0,0,1,4,4,4,4,1,1,1,2
1678,4,4,3,1,0,2,0,1,0,3,2,1,0,2,3,1,0,2,0,0,0,0,4,0,2,0,4,4,4,0,1,4,0,1,0,5,1,1,4,4,0,4,4,0,0,4,2,0,4,0,1,1,0,4,4,0,4,4,2,2,2
1679,0,0,2,0,0,2,2,1,1,0,2,3,3,2,3,0,3,2,2,0,1,1,2,4,2,4,2,2,4,2,2,4,2,2,5,2,2,2,2,2,4,2,2,4,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2
1680,4,4,1,0,2,2,1,1,2,0,3,0,3,4,1,1,3,3,2,4,1,2,4,4,4,4,0,1,4,1,4,4,4,2,5,1,0,2,0,2,2,0,0,0,2,0,0,4,2,1,4,2,0,2,4,4,4,4,4,1,2
1681,3,4,2,1,0,0,2,2,3,2,3,2,0,1,2,1,1,1,1,4,4,1,0,1,1,4,2,2,1,1,2,1,1,1,0,2,2,0,2,2,2,1,1,0,1,2,1,0,2,0,2,0,4,2,2,4,2,2,1,4,2
1682,0,0,3,1,1,0,2,2,3,2,1,0,0,0,0,1,2,0,0,4,4,1,4,0,2,0,2,1,4,4,2,0,1,1,0,2,4,4,4,0,0,2,2,2,2,1,0,2,1,0,2,2,2,0,1,0,0,0,0,0,2
1683,4,4,1,0,0,0,0,0,0,0,0,0,0,4,1,3,0,2,2,0,0,2,4,2,1,0,0,0,1,1,4,4,4,4,5,5,4,4,4,4,1,4,1,1,4,2,4,1,1,4,1,4,4,1,1,1,4,4,1,4,2
1684,0,0,2,1,1,1,0,3,1,1,3,0,2,0,2,0,0,2,1,4,2,0,1,1,1,0,2,2,0,1,1,0,2,2,0,5,2,4,2,2,0,1,2,4,1,0,0,0,4,0,1,4,4,4,2,1,1,1,0,2,2
1685,3,3,0,2,2,1,0,2,1,1,3,1,3,4,2,0,3,2,2,4,1,4,4,4,2,4,2,2,1,0,1,4,2,1,5,1,2,4,4,4,4,1,4,0,4,0,4,1,0,1,1,0,0,0,0,2,2,0,0,0,2
1686,4,0,1,0,2,0,3,1,0,2,2,2,2,0,0,0,0,3,1,4,2,0,0,1,1,4,1,4,1,1,4,2,1,1,0,5,2,1,0,2,1,1,4,1,4,0,0,1,1,1,0,1,1,4,2,1,0,1,0,2,2
1687,4,4,0,2,0,0,2,0,3,0,0,0,2,2,3,1,0,0,2,4,0,1,4,0,0,0,4,0,4,4,1,0,2,0,5,2,0,2,0,0,2,0,0,1,0,4,4,2,1,0,4,0,0,0,2,1,0,4,4,4,2
1688,1,4,3,2,3,3,1,1,0,0,3,3,3,2,0,1,0,0,0,0,1,1,1,0,1,4,2,4,4,1,4,4,2,4,0,5,4,2,4,0,4,4,2,1,1,0,2,2,2,2,2,2,0,2,1,4,0,4,1,0,2
1689,0,3,2,3,1,2,2,1,2,0,2,0,0,4,1,1,3,2,0,1,4,1,4,2,1,0,1,1,1,4,1,1,4,1,1,1,1,0,0,1,4,1,1,0,4,4,4,1,1,4,4,4,2,1,4,4,1,1,4,1,2
1690,4,3,1,3,3,1,3,2,1,3,0,3,0,4,3,3,2,3,2,0,4,0,4,0,2,2,0,0,4,4,0,0,2,0,2,2,0,4,0,1,0,1,0,1,2,4,4,4,2,4,4,4,1,4,4,1,2,4,2,1,2
1691,0,0,2,0,0,3,1,2,0,3,2,2,2,2,2,0,3,2,1,4,4,1,0,4,2,4,2,0,0,1,2,4,2,2,2,0,2,4,4,1,0,2,1,4,2,1,4,4,1,4,1,4,4,2,1,1,4,0,0,2,2
1692,3,1,3,2,0,3,0,0,0,2,0,1,0,4,0,1,1,3,2,0,2,0,1,4,2,2,2,4,0,0,4,4,0,1,0,0,0,0,2,0,0,0,2,2,4,4,4,0,4,4,2,2,0,1,4,1,0,1,0,2,2
1693,0,0,2,1,3,3,0,3,0,2,2,1,3,2,2,3,2,2,0,2,0,2,0,2,0,0,1,4,1,0,2,0,1,2,0,0,0,0,0,4,0,4,0,0,4,0,4,2,0,4,4,4,1,4,1,4,0,1,1,1,2
